County Name,Facility_Name,Full_Address,State,Total,latitudes,longitudes
PASCO,MEDICAL CENTER OF TRINITY,"9330 SR 54, STE 401,TRINITY,PASCO,FL",FL,5050,28.194577,-82.399195
BROWARD,BROWARD HEALTH IMPERIAL POINT,"6401 N FEDERAL HWY,FORT LAUDERDALE,BROWARD,FL",FL,40976,26.124338,-80.1372619
ALACHUA,NORTH FLORIDA REGIONAL MEDICAL CENTER,"6500 NEWBERRY RD,GAINESVILLE,ALACHUA,FL",FL,2683,29.6573054,-82.3942412
HILLSBOROUGH,MEMORIAL HOSPITAL OF TAMPA,"2901 W SWANN AVE,TAMPA,HILLSBOROUGH,FL",FL,27684,27.9378027,-82.4894057
MIAMI-DADE,KENDALL REGIONAL MEDICAL CENTER,"11750 BIRD RD,MIAMI,MIAMI-DADE,FL",FL,87035,25.7310039,-80.3862433
PASCO,ADVENTHEALTH DADE CITY,"13100 FT KING RD,DADE CITY,PASCO,FL",FL,5050,28.3479584,-82.2004748
MARION,MARION COMMUNTIY HOSPITAL,"1431 SW 1ST AVE,OCALA,MARION,FL",FL,22462,29.1749816,-82.136077
MANATEE,BLAKE MEDICAL CENTER,"2020 59TH ST W,BRADENTON,MANATEE,FL",FL,6738,27.4821165,-82.6225513
INDIAN RIVER,STEWARD SEBASTIAN RIVER MEDICAL CENTER,"13695 US HWY 1,SEBASTIAN,INDIAN RIVER,FL",FL,1649,28.510777,-80.783962
OKALOOSA,96th Medical Group (Eglin AFB),"96 MDG 307 Boatner Rd Suite 114,Eglin AFB,OKALOOSA,FL",FL,1973,30.45907,-86.55026
LEE,GULF COAST MEDICAL CENTER LEE HEALTH,"13681 DOCTORS WAY,FORT MYERS,LEE,FL",FL,18884,26.5437687,-81.8500236
OKALOOSA,FORT WALTON BEACH MEDICAL CENTER,"1000 MAR-WALT DR,FORT WALTON BEACH,OKALOOSA,FL",FL,1973,30.40576,-86.61884
BROWARD,UNIVERSITY HOSPITAL AND MEDICAL CENTER,"7201 N UNIVERSITY DR,TAMARAC,BROWARD,FL",FL,40976,26.2120614,-80.2544657
BROWARD,WESTSIDE REGIONAL MEDICAL CENTER,"8201 W BROWARD BLVD,PLANTATION,BROWARD,FL",FL,40976,26.124856,-80.2595694
BROWARD,MEMORIAL HOSPITAL PEMBROKE,"7800 SHERIDAN ST,PEMBROKE PINES,BROWARD,FL",FL,40976,26.0296967,-80.2459321
ESCAMBIA,WEST FLORIDA HOSPITAL,"8383 N DAVIS HWY,PENSACOLA,ESCAMBIA,FL",FL,6565,30.5147517,-87.219055
PUTNAM,PUTNAM COMMUNITY MEDICAL CENTER,"611 ZEAGLER DR,PALATKA,PUTNAM,FL",FL,4341,29.6427373,-81.692478
PINELLAS,NORTHSIDE HOSPITAL,"6000 49TH ST N,SAINT PETERSBURG,PINELLAS,FL",FL,13705,27.7918283,-82.7000042
BAY,GULF COAST REGIONAL MEDICAL CENTER,"449 W 23RD ST,PANAMA CITY,BAY,FL",FL,2585,30.1870842,-85.6650182
HILLSBOROUGH,BRANDON REGIONAL HOSPITAL,"119 OAKFIELD DR,BRANDON,HILLSBOROUGH,FL",FL,27684,27.9328391,-82.2875044
LEE,CAPE CORAL HOSPITAL,"636 DEL PRADO BLVD,CAPE CORAL,LEE,FL",FL,18884,26.639497,-81.9432739
ST. LUCIE,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,"1700 S 23RD ST,FORT PIERCE,ST. LUCIE,FL",FL,3706,27.4322398,-80.3455244
PINELLAS,LARGO MEDICAL CENTER,"201 14TH ST SW,LARGO,PINELLAS,FL",FL,13705,27.9148584,-82.802742
OKEECHOBEE,RAULERSON HOSPITAL,"1796 HWY 441 NORTH,OKEECHOBEE,OKEECHOBEE,FL",FL,662,27.198494,-80.829005
PALM BEACH,JUPITER MEDICAL CENTER,"1210 S OLD DIXIE HWY,JUPITER,PALM BEACH,FL",FL,26426,26.9221573,-80.0965856
LEON,CAPITAL REGIONAL MEDICAL CENTER,"2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,LEON,FL",FL,3259,30.4761724,-84.2313869
PASCO,REGIONAL MEDICAL CENTER BAYONET POINT,"14000 FIVAY RD,HUDSON,PASCO,FL",FL,5050,28.3615181,-82.6885945
PALM BEACH,DELRAY MEDICAL CENTER,"5352 LINTON BLVD,DELRAY BEACH,PALM BEACH,FL",FL,26426,26.4393823,-80.0896865
HILLSBOROUGH,SOUTH BAY HOSPITAL,"4016 SUN CITY CENTER BLVD,SUN CITY CENTER,HILLSBOROUGH,FL",FL,27684,27.7143394,-82.3654368
ST. LUCIE,ST LUCIE MEDICAL CENTER,"1800 SE TIFFANY AVE,PORT SAINT LUCIE,ST. LUCIE,FL",FL,3706,27.2888055,-80.2942031
HERNANDO,OAK HILL HOSPITAL,"11375 CORTEZ BLVD,BROOKSVILLE,HERNANDO,FL",FL,1207,28.511284,-82.203759
PINELLAS,MORTON PLANT MEASE HEALTHCARE COUNTRYSIDE,"3231 MCMULLEN BOOTH RD,SAFETY HARBOR,PINELLAS,FL",FL,13705,28.030412,-82.7089207
SANTA ROSA,GULF BREEZE HOSPITAL,"1110 GULF BREEZE PKWY,GULF BREEZE,SANTA ROSA,FL",FL,1976,30.3606569,-87.1562415
SARASOTA,ENGLEWOOD COMMUNITY HOSPITAL,"700 MEDICAL BLVD,ENGLEWOOD,SARASOTA,FL",FL,4338,26.9500736,-82.3266136
PALM BEACH,WEST BOCA MEDICAL CENTER,"21644 STATE RD 7,BOCA RATON,PALM BEACH,FL",FL,26426,26.768939,-80.075189
PALM BEACH,PALMS WEST HOSPITAL,"13001 SOUTHERN BLVD,LOXAHATCHEE,PALM BEACH,FL",FL,26426,26.675919,-80.037796
PALM BEACH,WELLINGTON REGIONAL MEDICAL CENTER LLC,"10101 FOREST HILL BLVD,WELLINGTON,PALM BEACH,FL",FL,26426,26.6526345,-80.2050243
BROWARD,BROWARD HEALTH CORAL SPRINGS,"3000 CORAL HILLS DR,CORAL SPRINGS,BROWARD,FL",FL,40976,26.2690657,-80.2557028
MIAMI-DADE,DOUGLAS GARDENS HOSPITAL,"5200 NE 2ND AVE,MIAMI,MIAMI-DADE,FL",FL,87035,25.823875,-80.191931
BROWARD,MEMORIAL HOSPITAL WEST,"703 N FLAMINGO RD,PEMBROKE PINES,BROWARD,FL",FL,40976,26.0131836,-80.3099816
MIAMI-DADE,WESTCHESTER GENERAL HOSPITAL,"2500 SW 75TH AVE,MIAMI,MIAMI-DADE,FL",FL,87035,25.7473053,-80.3177002
BROWARD,MEMORIAL HOSPITAL MIRAMAR,"1901 SW 172ND AVE,MIRAMAR,BROWARD,FL",FL,40976,25.9900404,-80.3719683
PALM BEACH,GOOD SAMARITAN MEDICAL CENTER,"1309 N FLAGLER DR,WEST PALM BEACH,PALM BEACH,FL",FL,26426,26.7249925,-80.0515668
PALM BEACH,ST MARY'S MEDICAL CENTER,"901 45TH ST,WEST PALM BEACH,PALM BEACH,FL",FL,26426,26.7531948,-80.0625907
BROWARD,CLEVELAND CLINIC HOSPITAL,"3100 WESTON RD,WESTON,BROWARD,FL",FL,40976,26.0815823,-80.3644924
LAKE,"VILLAGES REGIONAL HOSPITAL, THE","1451 EL CAMINO REAL,THE VILLAGES,LAKE,FL",FL,22444,28.9506921,-81.9585379
BREVARD,MELBOURNE REGIONAL MEDICAL CENTER,"250 NORTH WICKHAM ROAD,MELBOURNE,BREVARD,FL",FL,4303,28.1090322,-80.6744226
WALTON,SACRED HEART HOSPITAL ON THE EMERALD COAST,"7800 US HWY 98 W,MIRAMAR BEACH,WALTON,FL",FL,1471,26.67919,-80.166456
MIAMI-DADE,DOCTORS HOSPITAL,"5000 UNIVERSITY DR,CORAL GABLES,MIAMI-DADE,FL",FL,87035,25.7244099,-80.2740663
GADSDEN,FLORIDA STATE HOSPITAL UNIT 31 MED,"100 N MAIN ST,CHATTAHOOCHEE,GADSDEN,FL",FL,854,30.7058768,-84.8329753
MANATEE,LAKEWOOD RANCH MEDICAL CENTER,"8330 LAKEWOOD RANCH BLVD,BRADENTON,MANATEE,FL",FL,6738,27.407134,-82.428713
OSCEOLA,ST CLOUD REGIONAL MEDICAL CENTER,"2906 17TH STREET,SAINT CLOUD,OSCEOLA,FL",FL,6401,28.2436874,-81.3033326
DUVAL,ASCENSION ST VINCENT'S SOUTHSIDE,"4201 BELFORT RD,JACKSONVILLE,DUVAL,FL",FL,17350,30.2536456,-81.5818358
GULF,ASCENSION SACRED HEART GULF,"3801 E HWY 98,PORT SAINT JOE,GULF,FL",FL,178,26.441661,-80.082185
MIAMI-DADE,WEST KENDALL BAPTIST HOSPITAL,"9555 SW 162 AVE,MIAMI,MIAMI-DADE,FL",FL,87035,25.77427,-80.19366
BREVARD,VIERA HOSPITAL,"8745 N WICKHAM RD,MELBOURNE,BREVARD,FL",FL,4303,28.1456533,-80.6717882
BREVARD,PALM BAY HOSPITAL,"1425 MALABAR RD, NE,PALM BAY,BREVARD,FL",FL,4303,27.99847,-80.6272731
PASCO,ADVENTHEALTH WESLEY CHAPEL,"2600 BRUCE B DOWNS BLVD,WESLEY CHAPEL,PASCO,FL",FL,5050,28.1951054,-82.3508579
OSCEOLA,POINCIANA MEDICAL CENTER,"325 CYPRESS PKWY,KISSIMMEE,OSCEOLA,FL",FL,6401,29.792289,-81.96397
LEVY,REGIONAL GENERAL HOSPITAL WILLISTON,"125 SW 7TH ST,WILLISTON,LEVY,FL",FL,375,29.3836648,-82.4550767
SEMINOLE,OVIEDO MEDICAL CENTER,"8300 RED BUG LAKE RD,OVIEDO,SEMINOLE,FL",FL,5566,28.6575066,-81.227447
HARDEE,ADVENTHEALTH WAUCHULA,"735 S 5TH AVE,WAUCHULA,HARDEE,FL",FL,710,27.5411301,-81.8073602
SUWANNEE,SHANDS LIVE OAK REGIONAL MEDICAL CENTER,"1100 SW 11TH ST,LIVE OAK,SUWANNEE,FL",FL,895,29.620768,-82.80644
UNION,LAKE BUTLER HOSPITAL,"850 E MAIN ST,LAKE BUTLER,UNION,FL",FL,21074,30.023068,-82.326932
FRANKLIN,GEORGE E WEEMS MEMORIAL HOSPITAL,"135 AVE G,APALACHICOLA,FRANKLIN,FL",FL,22231,29.7243853,-84.9923366
HOLMES,DOCTORS MEMORIAL HOSPITAL,"2600 HOSPITAL DR,BONIFAY,HOLMES,FL",FL,1250,30.7644492,-85.6846583
WASHINGTON,NORTHWEST FLORIDA COMMUNITY HOSPITAL,"1360 BRICKYARD RD,CHIPLEY,WASHINGTON,FL",FL,17929,30.7655647,-85.5435195
HENDRY,HENDRY REGIONAL MEDICAL CENTER,"524 W SAGAMORE AVE,CLEWISTON,HENDRY,FL",FL,1389,26.7523395,-80.9412282
BRADFORD,SHANDS STARKE REGIONAL MEDICAL CENTER,"922 E CALL ST,STARKE,BRADFORD,FL",FL,262,29.9407205,-82.1017973
MADISON,MADISON COUNTY MEMORIAL HOSPITAL,"224 NW CRANE AVE,MADISON,MADISON,FL",FL,10806,30.4713661,-83.4190988
MONROE,FISHERMEN'S COMMUNITY HOSPITAL,"3301 OVERSEAS HWY,MARATHON,MONROE,FL",FL,10026,24.7105574,-81.0966249
MONROE,MARINERS HOSPITAL,"91500 OVERSEAS HIGHWAY,TAVERNIER,MONROE,FL",FL,10026,25.0061577,-80.5221374
PINELLAS,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,"501 SIXTH AVENUE SOUTH,SAINT PETERSBURG,PINELLAS,FL",FL,13705,27.77086,-82.67927
MIAMI-DADE,NICKLAUS CHILDREN'S HOSPITAL,"3100 SW 62ND AVE,MIAMI,MIAMI-DADE,FL",FL,87035,25.741154,-80.2945109
ORANGE,NEMOURS CHILDREN'S HOSPITAL,"13535 NEMOURS PKWY,ORLANDO,ORANGE,FL",FL,66679,28.3768561,-81.2727247
BROWARD,SOUTH FLORIDA STATE HOSPITAL,"800 E CYPRESS DR,PEMBROKE PINES,BROWARD,FL",FL,40976,26.005246,-80.2509762
PALM BEACH,"THE JEROME GOLDEN CENTER FOR BEHAVIORAL HEALTH, IN","1041 45TH ST,WEST PALM BEACH,PALM BEACH,FL",FL,26426,26.754231,-80.0673117
DUVAL,RIVER POINT BEHAVIORAL HEALTH,"6300 BEACH BLVD,JACKSONVILLE,DUVAL,FL",FL,17350,30.2910597,-81.5972525
PINELLAS,WINDMOOR HEALTHCARE OF CLEARWATER,"11300 US 19 N,CLEARWATER,PINELLAS,FL",FL,13705,27.9654425,-82.7298255
LAKE,LIFESTREAM BEHAVIORAL CENTER,"2020 TALLY RD,LEESBURG,LAKE,FL",FL,22444,28.8359898,-81.8975677
BREVARD,"CIRCLES OF CARE, INC","400 E SHERIDAN RD,MELBOURNE,BREVARD,FL",FL,4303,28.0900378,-80.6159067
BROWARD,FORT LAUDERDALE BEHAVIORAL HEALTH CENTER,"5757 N DIXIE HWY,OAKLAND PARK,BROWARD,FL",FL,40976,26.1639604,-80.1316483
SANTA ROSA,WEST FLORIDA COMMUNITY CARE CENTER,"5500 STEWART ST,MILTON,SANTA ROSA,FL",FL,1976,30.6344247,-87.0423559
MANATEE,CENTERSTONE OF FLORIDA,"2020 26TH AVE E,BRADENTON,MANATEE,FL",FL,6738,27.4756549,-82.5395997
MIAMI-DADE,SOUTHERN WINDS,"4225 W 20TH AVE,HIALEAH,MIAMI-DADE,FL",FL,87035,25.8603817,-80.3215216
HERNANDO,SPRINGBROOK HOSPITAL,"7007 GROVE RD,BROOKSVILLE,HERNANDO,FL",FL,1207,28.531057,-82.483496
LEON,EASTSIDE PSYCHIATRIC HOSPITAL,"2634B CAPITAL CIRCLE NE, 2ND FLR,TALLAHASSEE,LEON,FL",FL,3259,30.854998,-86.08565
ORANGE,ASPIRE HEALTH PARTNERS,"1800 MERCY DR,ORLANDO,ORANGE,FL",FL,66679,28.5854387,-81.430931
DUVAL,WEKIVA SPRINGS,"3947 SALISBURY RD,JACKSONVILLE,DUVAL,FL",FL,17350,30.2575857,-81.5962638
ST. LUCIE,PORT ST LUCIE HOSPITAL,"2550 SE WALTON RD,PORT SAINT LUCIE,ST. LUCIE,FL",FL,3706,27.298732,-80.2754921
MARION,THE VINES HOSPITAL,"3130 SW 27TH AVE,OCALA,MARION,FL",FL,22462,29.155548,-82.1705238
ORANGE,CENTRAL FLORIDA BEHAVIORAL HOSPITAL,"6601 CENTRAL FLORIDA PARKWAY,ORLANDO,ORANGE,FL",FL,66679,28.4093479,-81.4694
BAY,EMERALD COAST BEHAVIORAL HOSPITAL,"1940 HARRISON AVE,PANAMA CITY,BAY,FL",FL,2585,30.1837942,-85.6578619
LEE,PARK ROYAL HOSPITAL,"9241 PARK ROYAL DR,FORT MYERS,LEE,FL",FL,18884,30.435724,-81.894464
PASCO,NORTH TAMPA BEHAVIORAL HEALTH,"29910 SR 56,WESLEY CHAPEL,PASCO,FL",FL,5050,33.909199,-87.489976
ORANGE,UNIVERSITY BEHAVIORAL CENTER,"2500 DISCOVERY DRIVE,ORLANDO,ORANGE,FL",FL,66679,30.428838,-84.217896
MANATEE,SUNCOAST BEHAVIORAL HEALTH CENTER,"4480 51ST ST W,BRADENTON,MANATEE,FL",FL,6738,27.4596815,-82.6133224
BROWARD,LARKIN COMMUNITY HOSPITAL BEHAVIORAL HEALTH SRVS,"1201 N 37TH AVE,HOLLYWOOD,BROWARD,FL",FL,40976,26.021006,-80.18078
MARTIN,CORAL SHORES BEHAVIORAL HEALTH,"5995 SE COMMUNITY DRIVE,STUART,MARTIN,FL",FL,3606,30.455807,-84.332076
OSCEOLA,BLACKBERRY CENTER,"91 BEEHIVE CIR,SAINT CLOUD,OSCEOLA,FL",FL,6401,29.792289,-81.96397
BREVARD,PALM POINT BEHAVIORAL HEALTH,"2355 TRUMAN SCARBOROUGH WAY,TITUSVILLE,BREVARD,FL",FL,4303,28.61222,-80.80755
WHITFIELD,HAMILTON MEDICAL CENTER,"1200 MEMORIAL DRIVE,DALTON,WHITFIELD,GA",GA,2298,34.7886079,-84.984089
UPSON,UPSON REGIONAL MEDICAL CENTER,"801 W GORDON STREET,THOMASTON,UPSON,GA",GA,419,32.8859094,-84.3363941
WARE,MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,"1900 TEBEAU STREET,WAYCROSS,WARE,GA",GA,851,31.2242501,-82.3478955
FORSYTH,NORTHSIDE HOSPITAL FORSYTH,"1200 NORTHSIDE FORSYTH DRIVE,CUMMING,FORSYTH,GA",GA,5603,34.1779101,-84.1409857
DOUGHERTY,PHOEBE PUTNEY MEMORIAL HOSPITAL,"417 THIRD AVENUE,ALBANY,DOUGHERTY,GA",GA,2317,31.57851,-84.15574
TROUP,WELLSTAR WEST GEORGIA MEDICAL CENTER,"1514 VERNON ROAD,LAGRANGE,TROUP,GA",GA,1874,33.0323566,-85.0586694
NEWTON,PIEDMONT NEWTON HOSPITAL,"5126 HOSPITAL DRIVE NE,COVINGTON,NEWTON,GA",GA,2443,33.6014063,-83.8477616
GORDON,ADVENTHEALTH GORDON,"1035 RED BUD ROAD,CALHOUN,GORDON,GA",GA,685,32.914795,-83.306077
GLYNN,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,"2415 PARKWOOD DRIVE,BRUNSWICK,GLYNN,GA",GA,1858,31.1757601,-81.4848253
ELBERT,ELBERT MEMORIAL HOSPITAL,"4 MEDICAL DRIVE,ELBERTON,ELBERT,GA",GA,304,34.1136403,-82.8750238
FRANKLIN,"TY COBB REGIONAL MEDICAL CENTER, LLC","367 CLEAR CREEK PARKWAY,LAVONIA,FRANKLIN,GA",GA,22231,34.4400817,-83.1315694
RICHMOND,UNIVERSITY HOSPITAL,"1350 WALTON WAY,AUGUSTA,RICHMOND,GA",GA,17524,33.4712679,-81.9823734
HALL,"NORTHEAST GEORGIA MEDICAL CENTER, INC","743 SPRING STREET,GAINESVILLE,HALL,GA",GA,6073,33.999655,-83.480749
BARTOW,CARTERSVILLE MEDICAL CENTER,"960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,BARTOW,GA",GA,1142,32.879575,-82.65858
SPALDING,WELLSTAR SPALDING REGIONAL HOSPITAL,"601 SOUTH 8TH STREET,GRIFFIN,SPALDING,GA",GA,659,33.2389623,-84.2672392
STEPHENS,STEPHENS COUNTY HOSPITAL,"163 HOSPITAL DRIVE,TOCCOA,STEPHENS,GA",GA,545,34.5929972,-83.3480355
RICHMOND,AU Medical Center,"1120 15TH STREET,AUGUSTA,RICHMOND,GA",GA,17524,33.4711,-81.9898167
THOMAS,JOHN D ARCHBOLD MEMORIAL HOSPITAL,"915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,THOMAS,GA",GA,721,30.83658,-83.97878
JACKSON,NORTHRIDGE MEDICAL CENTER,"70 MEDICAL CENTER DRIVE,COMMERCE,JACKSON,GA",GA,6346,34.204,-83.45711
HABERSHAM,HABERSHAM COUNTY MEDICAL CTR,"541 HISTORIC HIGHWAY 441-NORTH,DEMOREST,HABERSHAM,GA",GA,855,34.560055,-83.547748
PAULDING,WELLSTAR PAULDING HOSPITAL,"2518 JIMMY LEE SMITH PARKWAY,HIRAM,PAULDING,GA",GA,1100,33.9008823,-84.7810234
SUMTER,PHOEBE SUMTER MEDICAL CENTER,"126 HIGHWAY 280 W,AMERICUS,SUMTER,GA",GA,3548,31.942075,-84.341012
BARROW,BARROW REGIONAL MEDICAL CENTER,"316 NORTH BROAD STREET,WINDER,BARROW,GA",GA,771,34.0074266,-83.7076405
WALTON,PIEDMONT WALTON HOSPITAL,"2151 W SPRING STREET,MONROE,WALTON,GA",GA,1471,33.7989942,-83.7500019
MURRAY,ADVENTHEALTH MURRAY,"707 OLD DALTON ELLIJAY ROAD, PO BOX 1406,CHATSWORTH,MURRAY,GA",GA,516,33.587952,-84.323757
UNION,UNION GENERAL HOSPITAL,"35 HOSPITAL ROAD,BLAIRSVILLE,UNION,GA",GA,21074,33.705956,-84.677383
FLOYD,FLOYD MEDICAL CENTER,"304 TURNER MCCALL BLVD P O BOX 233,ROME,FLOYD,GA",GA,1600,34.25704,-85.16467
MUSCOGEE,PIEDMONT COLUMBUS REGIONAL MIDTOWN,"710 CENTER STREET,COLUMBUS,MUSCOGEE,GA",GA,3435,32.4806319,-84.9827326
HOUSTON,HOUSTON MEDICAL CENTER,"1601 WATSON BOULEVARD,WARNER ROBINS,HOUSTON,GA",GA,2427,32.6166157,-83.6307365
APPLING,APPLING HOSPITAL,"163 E TOLLISON STREET,BAXLEY,APPLING,GA",GA,437,31.7689278,-82.3484351
BEN HILL,DORMINY MEDICAL CENTER,"200 PERRY HOUSE ROAD, BOX 1447,FITZGERALD,BEN HILL,GA",GA,266,31.108466,-83.042028
BULLOCH,EAST GEORGIA REGIONAL MEDICAL CENTER,"1499 FAIR ROAD,STATESBORO,BULLOCH,GA",GA,803,32.4147879,-81.770361
FULTON,EMORY UNIVERSITY HOSPITAL MIDTOWN,"550 PEACHTREE STREET,  NE,ATLANTA,FULTON,GA",GA,13918,33.7694206,-84.3852782
FULTON,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE,ATLANTA,FULTON,GA",GA,13918,34.176728,-84.78695
FULTON,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC","5665 PEACHTREE DUNWOODY ROAD,ATLANTA,FULTON,GA",GA,13918,33.8551352,-84.3581125
FULTON,PIEDMONT HOSPITAL,"1968 PEACHTREE RD NW,ATLANTA,FULTON,GA",GA,13918,33.8085541,-84.3936394
WASHINGTON,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,"610 SPARTA ROAD,SANDERSVILLE,WASHINGTON,GA",GA,17929,32.9955768,-82.8044347
GWINNETT,NORTHSIDE HOSPITAL GWINNETT,"1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GWINNETT,GA",GA,13614,33.9631804,-84.0169667
ROCKDALE,PIEDMONT ROCKDALE HOSPITAL,"1412 MILSTEAD AVENUE, NE,CONYERS,ROCKDALE,GA",GA,895,33.66761,-84.01769
DODGE,DODGE COUNTY HOSPITAL,"901 GRIFFIN AVE,EASTMAN,DODGE,GA",GA,1573,32.1852265,-83.1778106
TIFT,TIFT REGIONAL MEDICAL CENTER,"901 E 18TH STREET,TIFTON,TIFT,GA",GA,1109,31.4717144,-83.4907261
JEFFERSON,JEFFERSON HOSPITAL,"1067 PEACHTREE ST,LOUISVILLE,JEFFERSON,GA",GA,26142,33.0101744,-82.4055261
BIBB,"MEDICAL CENTER, NAVICENT HEALTH (THE)","777 HEMLOCK STREET,MACON,BIBB,GA",GA,2527,32.834028,-83.6362914
EMANUEL,EMANUEL MEDICAL CENTER,"117 KITE ROAD,SWAINSBORO,EMANUEL,GA",GA,260,32.5925732,-82.3473471
BURKE,BURKE MEDICAL CENTER,"351 SOUTH LIBERTY STREET,WAYNESBORO,BURKE,GA",GA,1585,33.0837744,-82.0119435
FULTON,WELLSTAR ATLANTA MEDICAL CENTER,"303 PARKWAY DRIVE, NE,ATLANTA,FULTON,GA",GA,13918,33.999192,-85.254081
GRADY,GRADY GENERAL HOSPITAL,"1155 5TH STREET, SE,CAIRO,GRADY,GA",GA,593,31.624233,-81.898354
LOWNDES,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727,VALDOSTA,LOWNDES,GA",GA,3420,30.83334,-83.28032
WAYNE,WAYNE MEMORIAL HOSPITAL,"865 SOUTH FIRST STREET,JESUP,WAYNE,GA",GA,29753,31.60785,-81.88634
LAURENS,FAIRVIEW PARK HOSPITAL,"200 INDUSTRIAL BOULEVARD,DUBLIN,LAURENS,GA",GA,1430,32.5320682,-82.950167
TOOMBS,MEADOWS REGIONAL MEDICAL CENTER,"ONE MEADOWS PARKWAY,VIDALIA,TOOMBS,GA",GA,412,32.21769,-82.41346
MUSCOGEE,ST FRANCIS HOSPITAL- EMORY HEALTHCARE,"2122 MANCHESTER EXPRESSWAY,COLUMBUS,MUSCOGEE,GA",GA,3435,32.520927,-84.899071
IRWIN,IRWIN COUNTY HOSPITAL,"710 N IRWIN AVENUE,OCILLA,IRWIN,GA",GA,109,31.6033031,-83.25134
DECATUR,MEMORIAL HOSPITAL AND MANOR,"1500 E SHOTWELL STREET,BAINBRIDGE,DECATUR,GA",GA,727,30.902932,-84.5522551
PULASKI,TAYLOR REGIONAL HOSPITAL,"222 PERRY HWY,HAWKINSVILLE,PULASKI,GA",GA,4315,32.2978649,-83.4847153
EVANS,EVANS MEMORIAL HOSPITAL,"200 N RIVER STREET,CLAXTON,EVANS,GA",GA,100,32.1662577,-81.8989594
BALDWIN,NAVICENT HEALTH BALDWIN,"821 NORTH COBB STREET,MILLEDGEVILLE,BALDWIN,GA",GA,2758,33.0896823,-83.2459231
HOUSTON,PERRY HOSPITAL,"1120 MORNINGSIDE DR,PERRY,HOUSTON,GA",GA,2427,32.45896,-83.7097255
FULTON,NORTHSIDE HOSPITAL,"1000 JOHNSON FERRY ROAD, NE,ATLANTA,FULTON,GA",GA,13918,34.177675,-84.786935
BIBB,"COLISEUM MEDICAL CENTERS, LLC, DBA","350 HOSPITAL DRIVE,MACON,BIBB,GA",GA,2527,32.8466491,-83.6189575
FLOYD,REDMOND REGIONAL MEDICAL CENTER,"501 REDMOND ROAD,ROME,FLOYD,GA",GA,1600,34.2771225,-85.1961093
RICHMOND,DOCTORS HOSPITAL,"3651 WHEELER ROAD,AUGUSTA,RICHMOND,GA",GA,17524,33.4864304,-82.0945236
DOUGLAS,WELLSTAR DOUGLAS HOSPITAL,"8954 HOSPITAL DRIVE,DOUGLASVILLE,DOUGLAS,GA",GA,13378,33.7389042,-84.7318193
FANNIN,FANNIN REGIONAL HOSPITAL,"2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,FANNIN,GA",GA,358,34.86397,-84.32409
DOOLY,FLINT RIVER COMMUNITY HOSPITAL,"509 SUMTER STREET, BOX 770,MONTEZUMA,DOOLY,GA",GA,224,32.302782,-84.435851
HENRY,PIEDMONT HENRY HOSPITAL,"1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,HENRY,GA",GA,3603,33.5098449,-84.225017
GWINNETT,EASTSIDE MEDICAL CENTER,"1700 MEDICAL WAY,SNELLVILLE,GWINNETT,GA",GA,13614,33.877351,-84.0219557
SEMINOLE,DONALSONVILLE HOSPITAL INC,"102 HOSPITAL CIR,DONALSONVILLE,SEMINOLE,GA",GA,5566,31.04046,-84.87909
FULTON,WELLSTAR NORTH FULTON HOSPITAL,"3000 HOSPITAL BOULEVARD,ROSWELL,FULTON,GA",GA,13918,34.063138,-84.3201691
MUSCOGEE,PIEDMONT COLUMBUS REGIONAL NORTHSIDE,"100 FRIST COURT,COLUMBUS,MUSCOGEE,GA",GA,3435,32.5349747,-84.9512247
BIBB,COLISEUM NORTHSIDE HOSPITAL,"400 CHARTER BOULEVARD,MACON,BIBB,GA",GA,2527,32.8714722,-83.6944519
FAYETTE,PIEDMONT FAYETTE HOSPITAL,"1255 HIGHWAY 54 WEST,FAYETTEVILLE,FAYETTE,GA",GA,4287,33.44873,-84.45493
PICKENS,PIEDMONT MOUNTAINSIDE HOSPITAL INC,"1266 HIGHWAY 515 SOUTH,JASPER,PICKENS,GA",GA,1905,34.4464661,-84.4471786
GWINNETT,EMORY JOHNS CREEK HOSPITAL,"6325 HOSPITAL PARKWAY,JOHNS CREEK,GWINNETT,GA",GA,13614,33.96173,-84.02363
BERRIEN,SGMC BERRIEN CAMPUS,"1221 E MCPHERSON AVENUE,NASHVILLE,BERRIEN,GA",GA,1332,31.2026956,-83.2387084
RICHMOND,Dwight Eisenhower AMC (FT Gordon),"300 East Hospital Road,Fort Gordon,RICHMOND,GA",GA,17524,33.4303378,-82.125856
